d000.s00000.t00000 bn:00058442n
d000.s00053.t00000 bn:00055825n
d000.s00054.t00000 bn:00078085n
d000.s00055.t00000 bn:00064547n
d000.s00056.t00000 bn:00077747n
d000.s00057.t00000 bn:00035207n
d000.s00058.t00000 bn:00048557n
d000.s00059.t00000 bn:00050548n
d000.s00060.t00000 bn:00013142n
d000.s00061.t00000 bn:00056029n
d000.s00062.t00000 bn:00068323n
d000.s00063.t00000 bn:00026391n
d000.s00064.t00000 bn:00027122n
d000.s00065.t00000 bn:00021881n
d000.s00066.t00000 bn:00021881n
d000.s00067.t00000 bn:00077053n
d000.s00068.t00000 bn:00066600n
d000.s00069.t00000 bn:00066600n
d000.s00070.t00000 bn:00063989n
d000.s00071.t00000 bn:00063989n
d000.s00072.t00000 bn:00032336n
d000.s00073.t00000 bn:00077698n
d000.s00074.t00000 bn:00027865n
d000.s00075.t00000 bn:00027865n
d000.s00076.t00000 bn:00031546n
d000.s00077.t00000 bn:00036813n
d000.s00078.t00000 bn:00036813n
d000.s00079.t00000 bn:00037169n
d000.s00080.t00000 bn:00037182n
d000.s00081.t00000 bn:00037182n
d000.s00082.t00000 bn:00057687n
d000.s00083.t00000 bn:00057687n
d000.s00084.t00000 bn:00037180n
d000.s00085.t00000 bn:00008804n
d000.s00086.t00000 bn:00057821n
d000.s00087.t00000 bn:00034151n
d000.s00088.t00000 bn:00078767n
d000.s00089.t00000 bn:00066774n
d000.s00090.t00000 bn:00070651n
d000.s00091.t00000 bn:00030625n
d000.s00092.t00000 bn:00023496n
d000.s00093.t00000 bn:00051155n
d000.s00094.t00000 bn:00054133n
d000.s00095.t00000 bn:00025713n
d000.s00096.t00000 bn:00041427n
d000.s00097.t00000 bn:00016583n
d000.s00098.t00000 bn:00031064n
d000.s00099.t00000 bn:00059129n
d000.s00100.t00000 bn:00022970n
d000.s00101.t00000 bn:00003798n
d000.s00102.t00000 bn:00018756n
d000.s00103.t00000 bn:00018756n
d000.s00104.t00000 bn:00018756n
d000.s00105.t00000 bn:00036823n
d000.s00106.t00000 bn:00068130n
d000.s00107.t00000 bn:00034292n
d000.s00108.t00000 bn:00027728n
d000.s00109.t00000 bn:00032054n
d000.s00110.t00000 bn:00079916n
d000.s00111.t00000 bn:00023807n
d000.s00112.t00000 bn:00006997n
d000.s00113.t00000 bn:00070782n
d000.s00114.t00000 bn:00048382n
d000.s00115.t00000 bn:00007011n
d000.s00116.t00000 bn:00007649n
d000.s00117.t00000 bn:00015051n
d000.s00118.t00000 bn:00025171n
d000.s00119.t00000 bn:00025171n
d000.s00120.t00000 bn:00022287n
d000.s00121.t00000 bn:00019475n
d000.s00122.t00000 bn:00053575n
d000.s00123.t00000 bn:00072322n
d000.s00124.t00000 bn:00059638n
d000.s00125.t00000 bn:00059638n
d000.s00126.t00000 bn:00025964n
d000.s00127.t00000 bn:00070772n
d000.s00128.t00000 bn:00001543n
d000.s00129.t00000 bn:00053826n
d000.s00130.t00000 bn:00056300n
d000.s00131.t00000 bn:00055233n
d000.s00132.t00000 bn:00001296n
d000.s00133.t00000 bn:00046920n
d000.s00134.t00000 bn:00026980n
d000.s00135.t00000 bn:00019479n
d000.s00136.t00000 bn:00019479n
d000.s00137.t00000 bn:00046956n
d000.s00138.t00000 bn:00028736n
d000.s00139.t00000 bn:00028948n
d000.s00140.t00000 bn:00028948n
d000.s00141.t00000 bn:00064590n
d000.s00142.t00000 bn:00064590n
d000.s00143.t00000 bn:00064594n
d000.s00144.t00000 bn:00046576n
d000.s00145.t00000 bn:00005927n
d000.s00146.t00000 bn:00005927n
d000.s00147.t00000 bn:00005927n
d000.s00148.t00000 bn:00030627n
d000.s00149.t00000 bn:00030627n
d000.s00150.t00000 bn:00026699n
d000.s00151.t00000 bn:00021001n
d000.s00152.t00000 bn:00021001n
d000.s00153.t00000 bn:00021001n
d000.s00154.t00000 bn:00030195n
d000.s00155.t00000 bn:00009078n
d000.s00156.t00000 bn:00025878n
d000.s00157.t00000 bn:00006994n
d000.s00158.t00000 bn:00080439n
d000.s00159.t00000 bn:00054019n
d000.s00160.t00000 bn:00054019n
d000.s00161.t00000 bn:00014732n
d000.s00162.t00000 bn:00075431n
d000.s00163.t00000 bn:00064536n
d000.s00164.t00000 bn:00067050n
d000.s00165.t00000 bn:00079987n
d000.s00166.t00000 bn:00019405n
d000.s00167.t00000 bn:00080340n
d000.s00168.t00000 bn:00019708n
d000.s00169.t00000 bn:00010498n
d000.s00170.t00000 bn:00066264n
d000.s00171.t00000 bn:00077860n
d000.s00172.t00000 bn:00053458n
d000.s00173.t00000 bn:00008735n
d000.s00174.t00000 bn:00001426n
d000.s00175.t00000 bn:00023826n
d000.s00176.t00000 bn:00029239n
d000.s00177.t00000 bn:00021674n
d000.s00178.t00000 bn:00059482n
d000.s00179.t00000 bn:00027435n
d000.s00180.t00000 bn:00026145n
d000.s00181.t00000 bn:00026145n
d000.s00182.t00000 bn:00042857n
d000.s00183.t00000 bn:00077864n
d000.s00184.t00000 bn:00020858n
d000.s00185.t00000 bn:00020858n
d000.s00186.t00000 bn:00011442n
d000.s00187.t00000 bn:00026175n
d000.s00188.t00000 bn:00016403n
d000.s00189.t00000 bn:00005019n
d000.s00190.t00000 bn:00078198n
d000.s00191.t00000 bn:00022452n
d000.s00192.t00000 bn:00012707n
d000.s00193.t00000 bn:00002155n
d000.s00194.t00000 bn:00002155n
d000.s00195.t00000 bn:00002155n
d000.s00196.t00000 bn:00075331n
d000.s00197.t00000 bn:00075331n
d000.s00198.t00000 bn:00001627n
d000.s00199.t00000 bn:00001794n
d000.s00200.t00000 bn:00072557n
d000.s00201.t00000 bn:00080111n
d000.s00202.t00000 bn:00061113n
d000.s00203.t00000 bn:00061113n
d000.s00204.t00000 bn:00022007n
d000.s00205.t00000 bn:00022007n
d000.s00206.t00000 bn:00022007n
d000.s00207.t00000 bn:00048675n
d000.s00208.t00000 bn:00074668n
d000.s00209.t00000 bn:00064517n
d000.s00210.t00000 bn:00079244n
d000.s00211.t00000 bn:00061780n
d000.s00212.t00000 bn:00061780n
d000.s00213.t00000 bn:00079804n
d000.s00214.t00000 bn:00079804n
d000.s00215.t00000 bn:00079804n
d000.s00216.t00000 bn:00014346n
d000.s00217.t00000 bn:00043796n
d000.s00218.t00000 bn:00043796n
d000.s00219.t00000 bn:00078400n
d000.s00220.t00000 bn:00063447n
d000.s00221.t00000 bn:00016143n
d000.s00222.t00000 bn:00015267n
d000.s00223.t00000 bn:00045153n
d000.s00224.t00000 bn:00044577n
d000.s00225.t00000 bn:00000663n
d000.s00226.t00000 bn:00001133n
d000.s00227.t00000 bn:00001697n
d000.s00228.t00000 bn:00004628n
d000.s00229.t00000 bn:00005775n
d000.s00230.t00000 bn:00005926n
d000.s00231.t00000 bn:00007046n
d000.s00232.t00000 bn:00007922n
d000.s00233.t00000 bn:00008120n
d000.s00234.t00000 bn:00008120n
d000.s00235.t00000 bn:00008120n
d000.s00236.t00000 bn:00008462n
d000.s00237.t00000 bn:00008857n
d000.s00238.t00000 bn:00009472n
d000.s00239.t00000 bn:00009472n
d000.s00240.t00000 bn:00010765n
d000.s00241.t00000 bn:00012524n
d000.s00242.t00000 bn:00013722n
d000.s00243.t00000 bn:00013722n
d000.s00244.t00000 bn:00013988n
d000.s00245.t00000 bn:00007329n
d000.s00246.t00000 bn:00014419n
d000.s00247.t00000 bn:00014419n
d000.s00248.t00000 bn:00010805n
d000.s00249.t00000 bn:00007309n
d000.s00250.t00000 bn:00015914n
d000.s00251.t00000 bn:00016974n
d000.s00252.t00000 bn:00014395n
d000.s00253.t00000 bn:00017515n
d000.s00254.t00000 bn:00017686n
d000.s00255.t00000 bn:00017686n
d000.s00256.t00000 bn:00017686n
d000.s00257.t00000 bn:00018606n
d000.s00258.t00000 bn:00018995n
d000.s00259.t00000 bn:00020081n
d000.s00260.t00000 bn:00020593n
d000.s00261.t00000 bn:00022003n
d000.s00262.t00000 bn:00022118n
d000.s00263.t00000 bn:00022436n
d000.s00264.t00000 bn:00022630n
d000.s00265.t00000 bn:00023310n
d000.s00266.t00000 bn:00023309n
d000.s00267.t00000 bn:00015405n
d000.s00268.t00000 bn:00024410n
d000.s00269.t00000 bn:00024410n
d000.s00270.t00000 bn:00023832n
d000.s00271.t00000 bn:00027984n
d000.s00272.t00000 bn:00028247n
d000.s00273.t00000 bn:00028247n
d000.s00274.t00000 bn:00028248n
d000.s00275.t00000 bn:00028639n
d000.s00276.t00000 bn:00028639n
d000.s00277.t00000 bn:00029156n
d000.s00278.t00000 bn:00029419n
d000.s00279.t00000 bn:00031044n
d000.s00280.t00000 bn:00031044n
d000.s00281.t00000 bn:00019980n
d000.s00282.t00000 bn:00019980n
d000.s00283.t00000 bn:00034702n
d000.s00284.t00000 bn:00035304n
d000.s00285.t00000 bn:00035304n
d000.s00286.t00000 bn:00035580n
d000.s00287.t00000 bn:00008782n
d000.s00288.t00000 bn:00006129n
d000.s00289.t00000 bn:00041468n
d000.s00290.t00000 bn:00042663n
d000.s00291.t00000 bn:00016292n
d000.s00292.t00000 bn:00041820n
d000.s00293.t00000 bn:00041820n
d000.s00294.t00000 bn:00043303n
d000.s00295.t00000 bn:00043332n
d000.s00296.t00000 bn:00043647n
d000.s00297.t00000 bn:00043647n
d000.s00298.t00000 bn:00043647n
d000.s00299.t00000 bn:00043647n
d000.s00300.t00000 bn:00012036n
d000.s00301.t00000 bn:00014701n
d000.s00302.t00000 bn:00044994n
d000.s00303.t00000 bn:00044994n
d000.s00304.t00000 bn:00001594n
d000.s00305.t00000 bn:00049841n
d000.s00306.t00000 bn:00019860n
d000.s00307.t00000 bn:00007381n
d000.s00308.t00000 bn:00052672n
d000.s00309.t00000 bn:00053710n
d000.s00310.t00000 bn:00036522n
d000.s00311.t00000 bn:00021483n
d000.s00311.t00001 bn:00014395n
d000.s00312.t00000 bn:00054416n
d000.s00313.t00000 bn:00053983n
d000.s00314.t00000 bn:00054777n
d000.s00315.t00000 bn:00054777n
d000.s00316.t00000 bn:00021487n
d000.s00317.t00000 bn:00008121n
d000.s00318.t00000 bn:00057149n
d000.s00319.t00000 bn:00057149n
d000.s00320.t00000 bn:00060201n
d000.s00321.t00000 bn:00060201n
d000.s00322.t00000 bn:00045772n
d000.s00323.t00000 bn:00045772n
d000.s00324.t00000 bn:00061282n
d000.s00325.t00000 bn:00046568n
d000.s00326.t00000 bn:00063744n
d000.s00327.t00000 bn:00031708n
d000.s00328.t00000 bn:00064584n
d000.s00329.t00000 bn:00064584n
d000.s00330.t00000 bn:00064838n
d000.s00331.t00000 bn:00064838n
d000.s00332.t00000 bn:00007728n
d000.s00333.t00000 bn:00067085n
d000.s00334.t00000 bn:00067156n
d000.s00335.t00000 bn:00067785n
d000.s00336.t00000 bn:00008287n
d000.s00337.t00000 bn:00068170n
d000.s00338.t00000 bn:00068233n
d000.s00339.t00000 bn:00069620n
d000.s00340.t00000 bn:00069620n
d000.s00341.t00000 bn:00069639n
d000.s00342.t00000 bn:00045469n
d000.s00343.t00000 bn:00045469n
d000.s00344.t00000 bn:00070066n
d000.s00345.t00000 bn:00070193n
d000.s00346.t00000 bn:00070765n
d000.s00347.t00000 bn:00071215n
d000.s00348.t00000 bn:00071324n
d000.s00349.t00000 bn:00054739n
d000.s00350.t00000 bn:00006301n
d000.s00351.t00000 bn:00073063n
d000.s00352.t00000 bn:00073637n
d000.s00353.t00000 bn:00073816n
d000.s00354.t00000 bn:00022423n
d000.s00355.t00000 bn:00074595n
d000.s00356.t00000 bn:00022071n
d000.s00357.t00000 bn:00075103n
d000.s00358.t00000 bn:00075106n
d000.s00359.t00000 bn:00075813n
d000.s00360.t00000 bn:00075814n
d000.s00361.t00000 bn:00062020n
d000.s00362.t00000 bn:00020602n
d000.s00363.t00000 bn:00077086n
d000.s00364.t00000 bn:00077377n
d000.s00365.t00000 bn:00077612n
d000.s00366.t00000 bn:00077846n
d000.s00367.t00000 bn:00060423n
d000.s00368.t00000 bn:00078467n
d000.s00369.t00000 bn:00078606n
d000.s00370.t00000 bn:00079430n
d000.s00371.t00000 bn:00080386n
d000.s00372.t00000 bn:00005704n
d000.s00373.t00000 bn:00062309n
d000.s00374.t00000 bn:00062309n
d000.s00375.t00000 bn:00024541n
d000.s00376.t00000 bn:00061736n
d000.s00377.t00000 bn:00045824n
d000.s00378.t00000 bn:00061549n
d000.s00379.t00000 bn:00027596n
d000.s00380.t00000 bn:00027596n
d000.s00381.t00000 bn:00029413n
d000.s00382.t00000 bn:00045200n
d000.s00383.t00000 bn:00006386n
d000.s00384.t00000 bn:00031735n
d000.s00385.t00000 bn:00002187n
d000.s00386.t00000 bn:00014731n
d000.s00387.t00000 bn:00017672n
d000.s00388.t00000 bn:00027862n
d000.s00389.t00000 bn:00027862n
d000.s00390.t00000 bn:00010523n
d000.s00391.t00000 bn:00064069n
d000.s00392.t00000 bn:00071695n
d000.s00393.t00000 bn:00021383n
d000.s00394.t00000 bn:00000782n
d000.s00395.t00000 bn:00063592n
d000.s00396.t00000 bn:00063592n
d000.s00397.t00000 bn:00030293n
d000.s00398.t00000 bn:00079313n
d000.s00399.t00000 bn:00011849n
d000.s00400.t00000 bn:00026651n
d000.s00401.t00000 bn:00071715n
d000.s00402.t00000 bn:00071715n
d000.s00403.t00000 bn:00044654n
d000.s00404.t00000 bn:00047017n
d000.s00405.t00000 bn:00047017n
d000.s00406.t00000 bn:00056956n
d000.s00407.t00000 bn:00056956n
d000.s00408.t00000 bn:00027103n
d000.s00409.t00000 bn:00027103n
d000.s00410.t00000 bn:00022152n
d000.s00411.t00000 bn:00045179n
d000.s00412.t00000 bn:00064752n
d000.s00413.t00000 bn:00076740n
d000.s00414.t00000 bn:00011174n
d000.s00415.t00000 bn:00020726n
d000.s00416.t00000 bn:00070821n
d000.s00417.t00000 bn:00003255n
d000.s00418.t00000 bn:00065703n
d000.s00419.t00000 bn:00065539n
d000.s00420.t00000 bn:00047044n
d000.s00421.t00000 bn:00037634n
d000.s00422.t00000 bn:00031016n
d000.s00423.t00000 bn:00031061n
d000.s00424.t00000 bn:00020535n
d000.s00425.t00000 bn:00020535n
d000.s00426.t00000 bn:00055604n
d000.s00427.t00000 bn:00030810n
d000.s00428.t00000 bn:00034115n
d000.s00429.t00000 bn:00021751n
d000.s00430.t00000 bn:00007048n
d000.s00431.t00000 bn:00052757n
d000.s00432.t00000 bn:00017624n
d000.s00433.t00000 bn:00047042n
d000.s00434.t00000 bn:00000718n
d000.s00435.t00000 bn:00034394n
d000.s00436.t00000 bn:00034394n
d000.s00437.t00000 bn:00023361n
d000.s00438.t00000 bn:00050662n
d000.s00439.t00000 bn:00027749n
d000.s00440.t00000 bn:00003142n
d000.s00441.t00000 bn:00022996n
d000.s00442.t00000 bn:00036836n
d000.s00443.t00000 bn:00001559n
d000.s00444.t00000 bn:00050870n
d000.s00445.t00000 bn:00080083n
d000.s00446.t00000 bn:00067807n
d000.s00447.t00000 bn:00019407n
d000.s00448.t00000 bn:00063940n
d000.s00449.t00000 bn:00047079n
d000.s00450.t00000 bn:00047079n
d000.s00451.t00000 bn:00018676n
d000.s00452.t00000 bn:00046693n
d000.s00453.t00000 bn:00022819n
d000.s00454.t00000 bn:00061014n
d000.s00455.t00000 bn:00077723n
d000.s00456.t00000 bn:00011744n
d000.s00457.t00000 bn:00011746n
d000.s00458.t00000 bn:00014512n
d000.s00459.t00000 bn:00024643n
d000.s00460.t00000 bn:00015144n
d000.s00461.t00000 bn:00015144n
d000.s00462.t00000 bn:00052301n
d000.s00463.t00000 bn:00042528n
d000.s00464.t00000 bn:00042526n
d000.s00465.t00000 bn:00042526n
d000.s00466.t00000 bn:00056133n
d000.s00467.t00000 bn:00001386n
d000.s00468.t00000 bn:00002067n
d000.s00469.t00000 bn:00004471n
d000.s00470.t00000 bn:00056136n
d000.s00471.t00000 bn:00056135n
d000.s00472.t00000 bn:00049083n
d000.s00473.t00000 bn:00043383n
d000.s00474.t00000 bn:00011346n
d000.s00475.t00000 bn:00011346n
d000.s00476.t00000 bn:00061748n
d000.s00477.t00000 bn:00075785n
d000.s00478.t00000 bn:00017038n
d000.s00479.t00000 bn:00067716n
d000.s00480.t00000 bn:00075689n
d000.s00481.t00000 bn:00079460n
d000.s00482.t00000 bn:00079460n
d000.s00483.t00000 bn:00008124n
d000.s00484.t00000 bn:00015784n
d000.s00485.t00000 bn:00069485n
d000.s00486.t00000 bn:00017395n
d000.s00487.t00000 bn:00017395n
d000.s00488.t00000 bn:00071377n
d000.s00489.t00000 bn:00005791n
d000.s00490.t00000 bn:00012950n
d000.s00491.t00000 bn:00009800n
d000.s00492.t00000 bn:00009800n
d000.s00493.t00000 bn:00009800n
d000.s00494.t00000 bn:00007727n
d000.s00495.t00000 bn:00005913n
d000.s00496.t00000 bn:00035679n
d000.s00497.t00000 bn:00035679n
d000.s00498.t00000 bn:00042759n
d000.s00499.t00000 bn:00034565n
d000.s00500.t00000 bn:00058117n
d000.s00501.t00000 bn:00027175n
d000.s00502.t00000 bn:00032600n
d000.s00503.t00000 bn:00068498n
d000.s00504.t00000 bn:00046765n
d000.s00505.t00000 bn:00046765n
d000.s00506.t00000 bn:00042442n
d000.s00507.t00000 bn:00043604n
d000.s00508.t00000 bn:00005928n
d000.s00509.t00000 bn:00005928n
d000.s00510.t00000 bn:00047021n
d000.s00511.t00000 bn:00070494n
d000.s00512.t00000 bn:00007120n
d000.s00513.t00000 bn:00021496n
d000.s00514.t00000 bn:00046954n
d000.s00515.t00000 bn:00046954n
d000.s00516.t00000 bn:00046954n
d000.s00517.t00000 bn:00007498n
d000.s00518.t00000 bn:00007498n
d000.s00519.t00000 bn:00070497n
d000.s00520.t00000 bn:00070497n
d000.s00521.t00000 bn:00070497n
d000.s00522.t00000 bn:00070497n
d000.s00523.t00000 bn:00019934n
d000.s00524.t00000 bn:00064527n
d000.s00525.t00000 bn:00064527n
d000.s00526.t00000 bn:00058511n
d000.s00527.t00000 bn:00058511n
d000.s00528.t00000 bn:00058511n
d000.s00529.t00000 bn:00017362n
d000.s00530.t00000 bn:00060183n
d000.s00531.t00000 bn:00042275n
d000.s00532.t00000 bn:00042275n
d000.s00533.t00000 bn:00065278n
d000.s00534.t00000 bn:00027739n
d000.s00535.t00000 bn:00060182n
d000.s00536.t00000 bn:00005863n
d000.s00537.t00000 bn:00041241n
d000.s00538.t00000 bn:00032306n
d000.s00539.t00000 bn:00032306n
d000.s00540.t00000 bn:00054300n
d000.s00541.t00000 bn:00045825n
d000.s00542.t00000 bn:00045825n
d000.s00543.t00000 bn:00045825n
d000.s00544.t00000 bn:00028658n
d000.s00545.t00000 bn:00017339n
d000.s00546.t00000 bn:00003132n
d000.s00547.t00000 bn:00005164n
d000.s00548.t00000 bn:00005134n
d000.s00549.t00000 bn:00021432n
d000.s00550.t00000 bn:00021432n
d000.s00551.t00000 bn:00005125n
d000.s00552.t00000 bn:00070499n
d000.s00553.t00000 bn:00070499n
d000.s00554.t00000 bn:00044185n
d000.s00555.t00000 bn:00066418n
d000.s00556.t00000 bn:00066444n
d000.s00557.t00000 bn:00032099n
d000.s00558.t00000 bn:00032099n
d000.s00559.t00000 bn:00032118n
d000.s00560.t00000 bn:00032118n
d000.s00561.t00000 bn:00017984n
d000.s00562.t00000 bn:00021558n
d000.s00563.t00000 bn:00021558n
d000.s00564.t00000 bn:00045800n
d000.s00565.t00000 bn:00056324n
d000.s00566.t00000 bn:00074831n
d000.s00567.t00000 bn:00066933n
d000.s00568.t00000 bn:00017761n
d000.s00569.t00000 bn:00006382n
d000.s00570.t00000 bn:00076289n
d000.s00571.t00000 bn:00076289n
d000.s00572.t00000 bn:00079508n
d000.s00573.t00000 bn:00053827n
d000.s00574.t00000 bn:00056285n
d000.s00575.t00000 bn:00063213n
d000.s00576.t00000 bn:00030722n
d000.s00577.t00000 bn:00030722n
d000.s00578.t00000 bn:00021394n
d000.s00579.t00000 bn:00045632n
d000.s00580.t00000 bn:00036197n
d000.s00581.t00000 bn:00021869n
d000.s00582.t00000 bn:00006559n
d000.s00583.t00000 bn:00055272n
d000.s00584.t00000 bn:00062759n
d000.s00585.t00000 bn:00062759n
d000.s00586.t00000 bn:00063329n
d000.s00587.t00000 bn:00063329n
d000.s00588.t00000 bn:00042445n
d000.s00589.t00000 bn:00012289n
d000.s00590.t00000 bn:00056025n
d000.s00591.t00000 bn:00074521n
d000.s00592.t00000 bn:00032101n
d000.s00593.t00000 bn:00032101n
d000.s00594.t00000 bn:00009435n
d000.s00595.t00000 bn:00009435n
d000.s00596.t00000 bn:00035908n
d000.s00597.t00000 bn:00035908n
d000.s00598.t00000 bn:00032100n
d000.s00599.t00000 bn:00059168n
d000.s00600.t00000 bn:00059168n
d000.s00601.t00000 bn:00032768n
d000.s00602.t00000 bn:00024345n
d000.s00603.t00000 bn:00052865n
d000.s00604.t00000 bn:00004271n
d000.s00605.t00000 bn:00028087n
d000.s00606.t00000 bn:00030721n
d000.s00607.t00000 bn:00002179n
d000.s00608.t00000 bn:00002178n
d000.s00609.t00000 bn:00002178n
d000.s00610.t00000 bn:00032307n
d000.s00611.t00000 bn:00032307n
d000.s00612.t00000 bn:00076834n
d000.s00613.t00000 bn:00076834n
d000.s00614.t00000 bn:00007985n
d000.s00615.t00000 bn:00021226n
d000.s00616.t00000 bn:00069670n
d000.s00617.t00000 bn:00030409n
d000.s00618.t00000 bn:00020378n
d000.s00619.t00000 bn:00024171n
d000.s00620.t00000 bn:00056996n
d000.s00621.t00000 bn:00007477n
d000.s00622.t00000 bn:00075303n
d000.s00623.t00000 bn:00005442n
d000.s00624.t00000 bn:00005105n
d000.s00625.t00000 bn:00010583n
d000.s00626.t00000 bn:00068205n
d000.s00627.t00000 bn:00044268n
d000.s00628.t00000 bn:00044268n
d000.s00629.t00000 bn:00044270n
d000.s00630.t00000 bn:00044270n
d000.s00631.t00000 bn:00001719n
d000.s00632.t00000 bn:00076827n
d000.s00633.t00000 bn:00076827n
d000.s00634.t00000 bn:00007047n
d000.s00635.t00000 bn:00000648n
d000.s00636.t00000 bn:00027686n
d000.s00637.t00000 bn:00027686n
d000.s00638.t00000 bn:00047611n
d000.s00639.t00000 bn:00031654n
d000.s00640.t00000 bn:00002058n
d000.s00641.t00000 bn:00047600n
d000.s00642.t00000 bn:00021221n
d000.s00643.t00000 bn:00054523n
d000.s00644.t00000 bn:00017681n
d000.s00645.t00000 bn:00057563n
d000.s00646.t00000 bn:00014791n
d000.s00647.t00000 bn:00014791n
d000.s00648.t00000 bn:00014791n
d000.s00649.t00000 bn:00076373n
d000.s00650.t00000 bn:00076373n
d000.s00651.t00000 bn:00049816n
d000.s00651.t00001 bn:00080429n
d000.s00652.t00000 bn:00049910n
d000.s00653.t00000 bn:00049910n
d000.s00654.t00000 bn:00070528n
d000.s00655.t00000 bn:00081546n
d000.s00656.t00000 bn:00081546n
d000.s00657.t00000 bn:00004785n
d000.s00658.t00000 bn:00011199n
d000.s00659.t00000 bn:00026450n
d000.s00660.t00000 bn:00008793n
d000.s00661.t00000 bn:00009413n
d000.s00662.t00000 bn:00067485n
d000.s00663.t00000 bn:00049915n
d000.s00664.t00000 bn:00053240n
d000.s00665.t00000 bn:00075644n
d000.s00666.t00000 bn:00058443n
d000.s00667.t00000 bn:00022069n
d000.s00668.t00000 bn:00061715n
d000.s00669.t00000 bn:00066822n
d000.s00670.t00000 bn:00056758n
d000.s00671.t00000 bn:00056758n
d000.s00672.t00000 bn:00032416n
d000.s00673.t00000 bn:00008830n
d000.s00674.t00000 bn:00014355n
d000.s00675.t00000 bn:00014355n
d000.s00676.t00000 bn:00035925n
d000.s00677.t00000 bn:00028207n
d000.s00678.t00000 bn:00077409n
d000.s00679.t00000 bn:00077409n
d000.s00680.t00000 bn:00043268n
d000.s00681.t00000 bn:00047172n
d000.s00682.t00000 bn:00063659n
d000.s00683.t00000 bn:00081714n
d000.s00684.t00000 bn:00081714n
d000.s00685.t00000 bn:00019787n
d000.s00686.t00000 bn:00026963n
d000.s00687.t00000 bn:00076732n
d000.s00688.t00000 bn:00076732n
d000.s00689.t00000 bn:00076732n
d000.s00690.t00000 bn:00028548n
d000.s00691.t00000 bn:00031195n
d000.s00692.t00000 bn:00032120n
d000.s00693.t00000 bn:00011339n
d000.s00694.t00000 bn:00042761n
d000.s00695.t00000 bn:00012059n
d000.s00696.t00000 bn:00035964n
d000.s00697.t00000 bn:00031124n
d000.s00698.t00000 bn:00075362n
d000.s00699.t00000 bn:00079235n
d000.s00700.t00000 bn:00075142n
d000.s00701.t00000 bn:00014706n
d000.s00702.t00000 bn:00016652n
d000.s00703.t00000 bn:00010407n
d000.s00704.t00000 bn:00042887n
d000.s00705.t00000 bn:00000738n
d000.s00706.t00000 bn:00000738n
d000.s00707.t00000 bn:00000746n
d000.s00708.t00000 bn:00010404n
d000.s00709.t00000 bn:00064661n
d000.s00709.t00001 bn:00003341n
d000.s00710.t00000 bn:00025804n
d000.s00711.t00000 bn:00021497n
d000.s00712.t00000 bn:00021492n
d000.s00713.t00000 bn:00021501n
d000.s00714.t00000 bn:00081636n
d000.s00715.t00000 bn:00052671n
d000.s00716.t00000 bn:00074900n
d000.s00717.t00000 bn:00074900n
d000.s00718.t00000 bn:00074900n
d000.s00719.t00000 bn:00070498n
d000.s00720.t00000 bn:00070498n
d000.s00721.t00000 bn:00034471n
d000.s00722.t00000 bn:00034471n
d000.s00723.t00000 bn:00034483n
d000.s00724.t00000 bn:00013235n
d000.s00725.t00000 bn:00057547n
d000.s00726.t00000 bn:00050802n
d000.s00727.t00000 bn:00015916n
d000.s00728.t00000 bn:00053450n
d000.s00729.t00000 bn:00005600n
d000.s00730.t00000 bn:00001772n
