d000.s000.t000 bn:00012484n
d000.s385.t000 bn:00020904n
d000.s386.t000 bn:00054972n
d000.s387.t000 bn:00045161n
d000.s388.t000 bn:00027011n
d000.s389.t000 bn:00013590n
d000.s390.t000 bn:00019946n
d000.s391.t000 bn:00022157n
d000.s392.t000 bn:00009361n
d000.s393.t000 bn:00095827v
d000.s396.t000 bn:00098562a
d000.s398.t000 bn:00004415n
d000.s399.t000 bn:00009316n
d000.s400.t000 bn:00020634n
d000.s402.t000 bn:00089164v
d000.s403.t000 bn:00064803n
d000.s405.t000 bn:00083294v
d000.s409.t000 bn:00014512n
d000.s411.t000 bn:00036077n
d000.s412.t000 bn:00109650a
d000.s414.t000 bn:00060326n
d000.s415.t000 bn:00035930n
d000.s416.t000 bn:00061826n
d000.s417.t000 bn:00002034n
d000.s418.t000 bn:00015785n
d000.s419.t000 bn:00055775n
d000.s420.t000 bn:00081431n
d000.s421.t000 bn:00056323n
d000.s422.t000 bn:00055645n
d000.s423.t000 bn:00106062a
d000.s425.t000 bn:00090246v
d000.s426.t000 bn:00085653v
d000.s428.t000 bn:00024113n
d000.s429.t000 bn:00087401v
d000.s430.t000 bn:00086046v
d000.s431.t000 bn:00009633n
d000.s432.t000 bn:00052131n
d000.s433.t000 bn:00083294v
d000.s434.t000 bn:00017965n bn:00004658n
d000.s435.t000 bn:00066345n
d000.s436.t000 bn:00032674n
d000.s437.t000 bn:00072789n
d000.s438.t000 bn:00079532n
d000.s439.t000 bn:00110858a
d000.s443.t000 bn:00037302n
d000.s444.t000 bn:00020306n
d000.s446.t000 bn:00012054n
d000.s447.t000 bn:00022639n bn:00081113n
d000.s448.t000 bn:00050048n
d000.s449.t000 bn:00000568n
d000.s450.t000 bn:00034472n
d000.s451.t000 bn:00035214n
d000.s452.t000 bn:00084099v
d000.s455.t000 bn:00080974n
d000.s456.t000 bn:00015176n
d000.s457.t000 bn:00012940n
d000.s458.t000 bn:00019477n
d000.s460.t000 bn:00003792n
d000.s462.t000 bn:00060722n
d000.s463.t000 bn:00065900n bn:00065899n bn:00065901n
d000.s464.t000 bn:00017515n
d000.s465.t000 bn:00047114n
d000.s466.t000 bn:00092413v
d000.s469.t000 bn:00114117r
d000.s471.t000 bn:00003723n
d000.s472.t000 bn:00064601n
d000.s473.t000 bn:00082281v
d000.s474.t000 bn:00070690n
d000.s475.t000 bn:00006123n
d000.s476.t000 bn:00028753n
d000.s477.t000 bn:00002519n
d000.s479.t000 bn:00006386n
d000.s480.t000 bn:00058406n
d000.s481.t000 bn:00049911n
d000.s484.t000 bn:00030747n
d000.s485.t000 bn:00033595n
d000.s486.t000 bn:00027810n
d000.s487.t000 bn:00021525n
d000.s488.t000 bn:00059308n
d000.s489.t000 bn:00068220n
d000.s490.t000 bn:00058816n
d000.s492.t000 bn:00014095n
d000.s493.t000 bn:00071904n
d000.s494.t000 bn:00025944n
d000.s495.t000 bn:00045812n
d000.s497.t000 bn:00013475n
d000.s498.t000 bn:00116156r
d000.s499.t000 bn:00114165r
d000.s500.t000 bn:00047232n
d000.s501.t000 bn:00033832n
d000.s503.t000 bn:00026239n
d000.s504.t000 bn:00045597n
d000.s505.t000 bn:00082530v
d000.s506.t000 bn:00082977v
d000.s507.t000 bn:00018734n
d000.s508.t000 bn:00084308v
d000.s509.t000 bn:00035660n
d000.s510.t000 bn:00087825v
d000.s511.t000 bn:00083294v
d000.s513.t000 bn:00065772n
d000.s518.t000 bn:00050317n
d000.s521.t000 bn:00012060n
d000.s522.t000 bn:00020483n
d000.s523.t000 bn:00034136n
d000.s524.t000 bn:00082414v
d000.s525.t000 bn:00008874n
d000.s527.t000 bn:00034960n
d000.s528.t000 bn:00025582n
d000.s529.t000 bn:00029545n
d000.s530.t000 bn:00057188n
d000.s531.t000 bn:00059480n bn:00005863n bn:00059482n bn:00001423n
d000.s532.t000 bn:00019169n
d000.s533.t000 bn:00083364v
d000.s534.t000 bn:00063940n
d000.s535.t000 bn:00002523n
d000.s537.t000 bn:00046046n
d000.s538.t000 bn:00041302n
d000.s539.t000 bn:00000782n
d000.s540.t000 bn:00035925n
d000.s541.t000 bn:00025314n
d000.s543.t000 bn:00103344a
d000.s544.t000 bn:00024779n
d000.s545.t000 bn:00043448n
d000.s546.t000 bn:00050986n
d000.s547.t000 bn:00045800n
d000.s548.t000 bn:00101973a
d000.s549.t000 bn:00026416n
d000.s550.t000 bn:00000086n
d000.s551.t000 bn:00007468n
d000.s552.t000 bn:00009184n
d000.s553.t000 bn:00066884n
d000.s554.t000 bn:00010183n
d000.s555.t000 bn:00083185v
d000.s556.t000 bn:00092812v
d000.s557.t000 bn:00048886n
d000.s558.t000 bn:00029685n
d000.s562.t000 bn:00080645n
d000.s564.t000 bn:00074458n bn:00074459n
d000.s565.t000 bn:00014561n
d000.s567.t000 bn:00009086n
d000.s568.t000 bn:00117320r
d000.s569.t000 bn:00083185v
d000.s571.t000 bn:00050650n
d000.s572.t000 bn:00086880v
d000.s573.t000 bn:00081531n
d000.s574.t000 bn:00092756v
d000.s578.t000 bn:00065982n
d000.s579.t000 bn:00016124n
d000.s581.t000 bn:00027787n
d000.s583.t000 bn:00072033n
d000.s585.t000 bn:00069119n
d000.s586.t000 bn:00071103n
d000.s587.t000 bn:00063770n
d000.s589.t000 bn:00084416v
d000.s590.t000 bn:00004085n
d000.s591.t000 bn:00010605n
d000.s592.t000 bn:00033729n
d000.s593.t000 bn:00074749n
d000.s594.t000 bn:00072016n
d000.s595.t000 bn:00048120n
d000.s596.t000 bn:00063996n
d000.s597.t000 bn:00064827n
d000.s599.t000 bn:00082021n
d000.s600.t000 bn:00001136n
d000.s601.t000 bn:00055623n
d000.s604.t000 bn:00060770n
d000.s606.t000 bn:00082815v
d000.s607.t000 bn:00064072n
d000.s608.t000 bn:00069773n
d000.s609.t000 bn:00095450v
d000.s610.t000 bn:00019455n
d000.s611.t000 bn:00024779n
d000.s612.t000 bn:00046624n
d000.s614.t000 bn:00090427v
d000.s616.t000 bn:00043450n
d000.s617.t000 bn:00071172n
d000.s619.t000 bn:00020257n
d000.s620.t000 bn:00084931v
d000.s622.t000 bn:00080022n
d000.s623.t000 bn:00057324n
d000.s624.t000 bn:00005053n
d000.s625.t000 bn:00044631n bn:00057160n
d000.s628.t000 bn:00114165r
d000.s629.t000 bn:00053162n
d000.s630.t000 bn:00038823n
d000.s631.t000 bn:00055630n
d000.s632.t000 bn:00089280v
d000.s634.t000 bn:00098187a
d000.s635.t000 bn:00047235n
d000.s636.t000 bn:00054602n
d000.s637.t000 bn:00001304n
d000.s638.t000 bn:00035617n
d000.s639.t000 bn:00030660n
d000.s640.t000 bn:00114246r
d000.s643.t000 bn:00004630n
d000.s644.t000 bn:00057624n
d000.s646.t000 bn:00087328v
d000.s647.t000 bn:00001975n
d000.s649.t000 bn:00030951n
d000.s650.t000 bn:00085363v
d000.s652.t000 bn:00061150n
d000.s653.t000 bn:00027152n
d000.s654.t000 bn:00089407v
d000.s655.t000 bn:00005603n
d000.s656.t000 bn:00041200n
d000.s657.t000 bn:00035324n
d000.s658.t000 bn:00016740n
d000.s660.t000 bn:00018204n
d000.s662.t000 bn:00031886n
d000.s663.t000 bn:00005023n
d000.s664.t000 bn:00003117n
d000.s666.t000 bn:00072455n
d000.s667.t000 bn:00114073r
d000.s670.t000 bn:00023236n
d000.s671.t000 bn:00000690n
d000.s672.t000 bn:00004901n
d000.s673.t000 bn:00002410n
d000.s674.t000 bn:00001744n
d000.s675.t000 bn:00032675n
d000.s677.t000 bn:00063533n
d000.s678.t000 bn:00032274n
d000.s680.t000 bn:00022932n
d000.s681.t000 bn:00082954v
d000.s682.t000 bn:00008919n
d000.s683.t000 bn:00115235r
d000.s684.t000 bn:00017489n
d000.s685.t000 bn:00062167n
d000.s686.t000 bn:00055645n
d000.s687.t000 bn:00008433n
d000.s688.t000 bn:00026869n
d000.s689.t000 bn:00043842n
d000.s691.t000 bn:00056031n
d000.s692.t000 bn:00025631n
d000.s693.t000 bn:00034738n
d000.s694.t000 bn:00032768n
d000.s695.t000 bn:00092443v
d000.s696.t000 bn:00051217n
d000.s698.t000 bn:00012050n
d000.s699.t000 bn:00044967n
d000.s700.t000 bn:00082059n
d000.s701.t000 bn:00066890n
d000.s702.t000 bn:00054018n
d000.s703.t000 bn:00025121n
d000.s704.t000 bn:00070080n
d000.s705.t000 bn:00051772n
d000.s706.t000 bn:00031694n
d000.s707.t000 bn:00030098n
d000.s708.t000 bn:00013722n
d000.s710.t000 bn:00002306n
d000.s711.t000 bn:00025752n
d000.s712.t000 bn:00088104v
d000.s713.t000 bn:00085760v
d000.s714.t000 bn:00007955n
d000.s715.t000 bn:00016878n
d000.s716.t000 bn:00070888n
d000.s720.t000 bn:00114423r
d000.s721.t000 bn:00030627n
d000.s723.t000 bn:00003840n
d000.s725.t000 bn:00003125n
d000.s726.t000 bn:00003627n
d000.s727.t000 bn:00071615n
d000.s729.t000 bn:00012505n
d000.s730.t000 bn:00024545n
d000.s732.t000 bn:00011046n
d000.s733.t000 bn:00001227n
d000.s734.t000 bn:00052676n
d000.s735.t000 bn:00046247n
d000.s736.t000 bn:00033865n
d000.s737.t000 bn:00019079n
d000.s738.t000 bn:00002120n
d000.s739.t000 bn:00015205n
d000.s740.t000 bn:00029097n
d000.s741.t000 bn:00097446a
d000.s742.t000 bn:00032893n
d000.s745.t000 bn:00060681n
d000.s748.t000 bn:00115917r
d000.s749.t000 bn:00060690n bn:00021051n
d000.s750.t000 bn:00023491n
d000.s751.t000 bn:00114117r
d000.s752.t000 bn:00080182n
d000.s753.t000 bn:00089164v
d000.s754.t000 bn:00060708n
d000.s755.t000 bn:00034391n
d000.s758.t000 bn:00061096n
d000.s759.t000 bn:00026236n
d000.s761.t000 bn:00000728n
d000.s762.t000 bn:00053436n
d000.s764.t000 bn:00114747r
d000.s765.t000 bn:00047124n
d000.s769.t000 bn:00083294v
d000.s770.t000 bn:00056037n
d000.s771.t000 bn:00028548n
d000.s772.t000 bn:00008005n
d000.s775.t000 bn:00067002n
d000.s776.t000 bn:00083296v
d000.s777.t000 bn:00082276v
d000.s778.t000 bn:00094109v
d000.s779.t000 bn:00050650n
d000.s781.t000 bn:00020041n
d000.s782.t000 bn:00037572n
d000.s783.t000 bn:00072807n
d000.s784.t000 bn:00035686n
d000.s785.t000 bn:00023237n
d000.s787.t000 bn:00054633n
d000.s792.t000 bn:00027622n
d000.s794.t000 bn:00025884n
d000.s795.t000 bn:00008263n
d000.s796.t000 bn:00047114n
d000.s797.t000 bn:00072566n
d000.s799.t000 bn:00059195n
d000.s800.t000 bn:00006651n
d000.s802.t000 bn:00089362v
d000.s805.t000 bn:00086122v
d000.s807.t000 bn:00065722n
d000.s808.t000 bn:00050407n
d000.s809.t000 bn:00004117n
d000.s810.t000 bn:00023301n
d000.s811.t000 bn:00085261v
d000.s812.t000 bn:00002891n
d000.s813.t000 bn:00084733v
d000.s814.t000 bn:00008594n
d000.s816.t000 bn:00022168n
d000.s817.t000 bn:00104348a
d000.s818.t000 bn:00089407v
d000.s819.t000 bn:00105999a
d000.s820.t000 bn:00027810n
d000.s822.t000 bn:00021649n
d000.s824.t000 bn:00037453n
d000.s825.t000 bn:00077747n
d000.s826.t000 bn:00040576n
d000.s829.t000 bn:00085450v
d000.s830.t000 bn:00058313n
d000.s831.t000 bn:00030406n
d000.s832.t000 bn:00015300n
d000.s833.t000 bn:00081052n
d000.s834.t000 bn:00081220n
d000.s835.t000 bn:00083623v
d000.s836.t000 bn:00024643n
d000.s838.t000 bn:00017081n
d000.s840.t000 bn:00041807n
d000.s841.t000 bn:00061325n
d000.s842.t000 bn:00065111n
d000.s844.t000 bn:00059760n
d000.s845.t000 bn:00046870n
d000.s846.t000 bn:00056727n
d000.s847.t000 bn:00115917r
d000.s848.t000 bn:00115271r
d000.s850.t000 bn:00019477n
d000.s851.t000 bn:00009078n bn:00020858n
d000.s852.t000 bn:00053169n
d000.s856.t000 bn:00021338n
d000.s857.t000 bn:00006125n
d000.s858.t000 bn:00087910v
d000.s859.t000 bn:00024069n
d000.s860.t000 bn:00011674n
d000.s861.t000 bn:00082815v
d000.s863.t000 bn:00045173n
d000.s865.t000 bn:00094109v
d000.s866.t000 bn:00040335n
d000.s867.t000 bn:00062658n
d000.s868.t000 bn:00106126a
d000.s869.t000 bn:00063196n
d000.s870.t000 bn:00050794n
d000.s871.t000 bn:00049758n
d000.s872.t000 bn:00031073n
d000.s873.t000 bn:00023691n bn:00067950n
d000.s875.t000 bn:00023218n
d000.s876.t000 bn:00103006a
d000.s877.t000 bn:00066236n
d000.s879.t000 bn:00023869n
d000.s880.t000 bn:00025083n
d000.s881.t000 bn:00009054n
d000.s884.t000 bn:00055126n
d000.s885.t000 bn:00054026n
d000.s887.t000 bn:00090019v
d000.s890.t000 bn:00048051n
d000.s891.t000 bn:00012469n
d000.s892.t000 bn:00019811n
d000.s893.t000 bn:00064628n
d000.s894.t000 bn:00046541n
d000.s896.t000 bn:00018096n
d000.s897.t000 bn:00092969v
d000.s898.t000 bn:00117315r
d000.s899.t000 bn:00085261v
d000.s900.t000 bn:00089164v
d000.s901.t000 bn:00030581n
d000.s904.t000 bn:00082788v
d000.s905.t000 bn:00082013n
d000.s906.t000 bn:00088824v
d000.s907.t000 bn:00009630n
d000.s908.t000 bn:00082469v
d000.s910.t000 bn:00050986n
d000.s911.t000 bn:00076248n
d000.s912.t000 bn:00103933a
d000.s913.t000 bn:00042918n
d000.s914.t000 bn:00001937n
d000.s915.t000 bn:00080087n
d000.s916.t000 bn:00101050a
d000.s917.t000 bn:00089363v
d000.s918.t000 bn:00047238n
d000.s920.t000 bn:00041433n
d000.s921.t000 bn:00064806n
d000.s923.t000 bn:00049150n
d000.s925.t000 bn:00084302v
d000.s927.t000 bn:00072248n
d000.s928.t000 bn:00035672n
d000.s929.t000 bn:00058319n
d000.s930.t000 bn:00018205n
d000.s931.t000 bn:00073684n
d000.s932.t000 bn:00030376n
d000.s934.t000 bn:00002842n
d000.s935.t000 bn:00057430n
d000.s936.t000 bn:00071707n
d000.s937.t000 bn:00093472v
d000.s938.t000 bn:00026374n
d000.s939.t000 bn:00069924n
d000.s940.t000 bn:00015300n
d000.s941.t000 bn:00079105n
d000.s942.t000 bn:00031075n
d000.s945.t000 bn:00006941n
d000.s946.t000 bn:00031584n
d000.s947.t000 bn:00020452n
d000.s948.t000 bn:00092812v
d000.s949.t000 bn:00030951n
d000.s950.t000 bn:00002216n
d000.s951.t000 bn:00068426n
d000.s952.t000 bn:00012557n
d000.s953.t000 bn:00012426n
d000.s956.t000 bn:00024806n
d000.s957.t000 bn:00085515v
d000.s959.t000 bn:00013722n
d000.s960.t000 bn:00005846n
d000.s961.t000 bn:00075812n
d000.s963.t000 bn:00093758v
d000.s964.t000 bn:00053600n
d000.s965.t000 bn:00000491n
d000.s968.t000 bn:00054128n
d000.s969.t000 bn:00048886n
d000.s970.t000 bn:00082772v
d000.s971.t000 bn:00009636n
d000.s972.t000 bn:00002727n
d000.s973.t000 bn:00093473v
d000.s974.t000 bn:00036855n
d000.s975.t000 bn:00061931n
d000.s976.t000 bn:00060907n
d000.s977.t000 bn:00011081n
d000.s978.t000 bn:00091493v
d000.s979.t000 bn:00058201n
d000.s980.t000 bn:00031476n
d000.s981.t000 bn:00061334n
d000.s982.t000 bn:00009064n
d000.s983.t000 bn:00012214n
d000.s984.t000 bn:00007498n
d000.s985.t000 bn:00065757n
d000.s986.t000 bn:00084733v
d000.s988.t000 bn:00075760n
d000.s989.t000 bn:00005929n
d000.s990.t000 bn:00053421n
d000.s993.t000 bn:00028609n
d000.s995.t000 bn:00031909n
d000.s996.t000 bn:00012738n
d000.s997.t000 bn:00104343a
d000.s998.t000 bn:00000086n
d000.s1000.t000 bn:00058399n
d000.s1001.t000 bn:00082280v
d000.s1002.t000 bn:00008470n
d000.s1003.t000 bn:00116156r
d000.s1005.t000 bn:00049409n
d000.s1006.t000 bn:00013515n
d000.s1007.t000 bn:00077967n
d000.s1008.t000 bn:00050062n
d000.s1011.t000 bn:00059461n
d000.s1012.t000 bn:00017379n
d000.s1013.t000 bn:00008824n
d000.s1014.t000 bn:00062271n
d000.s1018.t000 bn:00032493n
d000.s1020.t000 bn:00037769n
d000.s1021.t000 bn:00032604n
d000.s1022.t000 bn:00086518v bn:00087490v
d000.s1023.t000 bn:00004841n
d000.s1024.t000 bn:00034394n
d000.s1025.t000 bn:00044754n
d000.s1026.t000 bn:00059458n
d000.s1028.t000 bn:00059285n
d000.s1029.t000 bn:00114318r
d000.s1030.t000 bn:00029097n
d000.s1033.t000 bn:00045106n
d000.s1034.t000 bn:00115271r
d000.s1036.t000 bn:00086880v
d000.s1037.t000 bn:00034854n
d000.s1038.t000 bn:00099557a
d000.s1039.t000 bn:00067569n
d000.s1040.t000 bn:00035672n
d000.s1041.t000 bn:00036545n
d000.s1042.t000 bn:00057353n
d000.s1044.t000 bn:00021160n
d000.s1046.t000 bn:00075108n
d000.s1047.t000 bn:00004331n
d000.s1048.t000 bn:00036188n
d000.s1049.t000 bn:00056090n
d000.s1050.t000 bn:00112665a
d000.s1051.t000 bn:00017621n
d000.s1052.t000 bn:00075171n
d000.s1053.t000 bn:00051108n bn:00051110n
d000.s1055.t000 bn:00074831n
d000.s1056.t000 bn:00006382n
d000.s1057.t000 bn:00093939v
d000.s1058.t000 bn:00011638n
d000.s1059.t000 bn:00043484n
d000.s1061.t000 bn:00049976n
d000.s1062.t000 bn:00049709n
d000.s1063.t000 bn:00086563v
d000.s1064.t000 bn:00052980n
d000.s1065.t000 bn:00001433n
d000.s1066.t000 bn:00094731v
d000.s1067.t000 bn:00032121n
d000.s1068.t000 bn:00108566a
d000.s1069.t000 bn:00080895n
